panel,q,gamma,saturation_chi,attack_reduction_fraction,tau,output_species,variance_change_percent
1,0.4,0.8,0.0,0.1,0.014307229891937572,1,-4.799627577196642
1,0.4,0.8,0.0,0.1,0.015058363542798407,1,-4.802691735274611
1,0.4,0.8,0.0,0.1,0.015848931924611134,1,-4.8059103697826515
1,0.4,0.8,0.0,0.1,0.016681005372000592,1,-4.809290903804686
1,0.4,0.8,0.0,0.1,0.017556762912750015,1,-4.812841076450958
1,0.4,0.8,0.0,0.1,0.018478497974222907,1,-4.816568951570844
1,0.4,0.8,0.0,0.1,0.019448624389373625,1,-4.820482926085267
1,0.4,0.8,0.0,0.1,0.02046968271807521,1,-4.82459173783173
1,0.4,0.8,0.0,0.1,0.021544346900318832,1,-4.828904472797923
1,0.4,0.8,0.0,0.1,0.02267543125870802,1,-4.833430571605202
1,0.4,0.8,0.0,0.1,0.023865897868585808,1,-4.83817983508531
1,0.4,0.8,0.0,0.1,0.025118864315095794,1,-4.843162428771008
1,0.4,0.8,0.0,0.1,0.026437611857490998,1,-4.848388886102595
1,0.4,0.8,0.0,0.1,0.027825594022071243,1,-4.853870110123182
1,0.4,0.8,0.0,0.1,0.02928644564625236,1,-4.859617373411751
1,0.4,0.8,0.0,0.1,0.030823992397451434,1,-4.865642315970209
1,0.4,0.8,0.0,0.1,0.0324422607917163,1,-4.871956940747912
1,0.4,0.8,0.0,0.1,0.034145488738336026,1,-4.87857360645052
1,0.4,0.8,0.0,0.1,0.03593813663804628,1,-4.8855050172381675
1,0.4,0.8,0.0,0.1,0.037824899063893844,1,-4.892764208875155
1,0.4,0.8,0.0,0.1,0.039810717055349734,1,-4.900364530841161
1,0.4,0.8,0.0,0.1,0.04190079105786669,1,-4.908319623865031
1,0.4,0.8,0.0,0.1,0.04410059454176737,1,-4.916643392278052
1,0.4,0.8,0.0,0.1,0.046415888336127795,1,-4.925349970524884
1,0.4,0.8,0.0,0.1,0.04885273571519389,1,-4.9344536830974395
1,0.4,0.8,0.0,0.1,0.051417518276839255,1,-4.94396899708367
1,0.4,0.8,0.0,0.1,0.054116952654646375,1,-4.953910466440814
1,0.4,0.8,0.0,0.1,0.056958108107376865,1,-4.964292667017034
1,0.4,0.8,0.0,0.1,0.05994842503189409,1,-4.975130121248328
1,0.4,0.8,0.0,0.1,0.06309573444801933,1,-4.986437211362205
1,0.4,0.8,0.0,0.1,0.06640827850634841,1,-4.998228079807987
1,0.4,0.8,0.0,0.1,0.06989473207273486,1,-5.0105165155262865
1,0.4,0.8,0.0,0.1,0.07356422544596414,1,-5.023315824549323
1,0.4,0.8,0.0,0.1,0.0774263682681127,1,-5.036638683303362
1,0.4,0.8,0.0,0.1,0.08149127469020745,1,-5.0504969728578875
1,0.4,0.8,0.0,0.1,0.08576958985908942,1,-5.064901592240522
1,0.4,0.8,0.0,0.1,0.09027251779484574,1,-5.079862248806865
1,0.4,0.8,0.0,0.1,0.0950118507318144,1,-5.095387223532022
1,0.4,0.8,0.0,0.1,0.1,1,-5.111483108972115
1,0.4,0.8,0.0,0.1,0.10525002852777329,1,-5.128154517534811
1,0.4,0.8,0.0,0.1,0.11077568505097089,1,-5.145403757608702
1,0.4,0.8,0.0,0.1,0.11659144011798317,1,-5.1632304750284135
1,0.4,0.8,0.0,0.1,0.122712523985119,1,-5.181631257316576
1,0.4,0.8,0.0,0.1,0.1291549665014884,1,-5.200599198141276
1,0.4,0.8,0.0,0.1,0.13593563908785256,1,-5.220123419479994
1,0.4,0.8,0.0,0.1,0.14307229891937576,1,-5.240188549097658
1,0.4,0.8,0.0,0.1,0.15058363542798409,1,-5.260774151141289
1,0.4,0.8,0.0,0.1,0.15848931924611134,1,-5.2818541079479475
1,0.4,0.8,0.0,0.1,0.16681005372000587,1,-5.3033959515760065
1,0.4,0.8,0.0,0.1,0.17556762912750015,1,-5.3253601441249465
1,0.4,0.8,0.0,0.1,0.18478497974222913,1,-5.34769930663157
1,0.4,0.8,0.0,0.1,0.1944862438937362,1,-5.37035739725148
1,0.4,0.8,0.0,0.1,0.2046968271807521,1,-5.393268840582188
1,0.4,0.8,0.0,0.1,0.2154434690031884,1,-5.416357611392164
1,0.4,0.8,0.0,0.1,0.22675431258708015,1,-5.439536277719892
1,0.4,0.8,0.0,0.1,0.2386589786858581,1,-5.46270501033248
1,0.4,0.8,0.0,0.1,0.251188643150958,1,-5.485750567910774
1,0.4,0.8,0.0,0.1,0.26437611857491,1,-5.508545270085596
1,0.4,0.8,0.0,0.1,0.2782559402207124,1,-5.530945973597101
1,0.4,0.8,0.0,0.1,0.2928644564625237,1,-5.552793070394602
1,0.4,0.8,0.0,0.1,0.30823992397451433,1,-5.573909530417409
1,0.4,0.8,0.0,0.1,0.32442260791716304,1,-5.594100016065684
1,0.4,0.8,0.0,0.1,0.34145488738336016,1,-5.613150099908514
1,0.4,0.8,0.0,0.1,0.35938136638046275,1,-5.63082562188767
1,0.4,0.8,0.0,0.1,0.37824899063893846,1,-5.646872227001398
1,0.4,0.8,0.0,0.1,0.39810717055349726,1,-5.66101512900431
1,0.4,0.8,0.0,0.1,0.41900791057866693,1,-5.672959149769197
1,0.4,0.8,0.0,0.1,0.4410059454176737,1,-5.682389087314855
1,0.4,0.8,0.0,0.1,0.4641588833612779,1,-5.68897046773742
1,0.4,0.8,0.0,0.1,0.4885273571519389,1,-5.692350736948515
1,0.4,0.8,0.0,0.1,0.5141751827683927,1,-5.692160946763525
1,0.4,0.8,0.0,0.1,0.5411695265464637,1,-5.68801798599099
1,0.4,0.8,0.0,0.1,0.5695810810737687,1,-5.679527400257889
1,0.4,0.8,0.0,0.1,0.599484250318941,1,-5.666286833935519
1,0.4,0.8,0.0,0.1,0.6309573444801932,1,-5.647890113339649
1,0.4,0.8,0.0,0.1,0.6640827850634842,1,-5.6239319721966385
1,0.4,0.8,0.0,0.1,0.6989473207273484,1,-5.594013398202923
1,0.4,0.8,0.0,0.1,0.7356422544596414,1,-5.557747553684678
1,0.4,0.8,0.0,0.1,0.7742636826811271,1,-5.514766194520737
1,0.4,0.8,0.0,0.1,0.8149127469020743,1,-5.464726480670167
1,0.4,0.8,0.0,0.1,0.8576958985908941,1,-5.407318040241671
1,0.4,0.8,0.0,0.1,0.9027251779484575,1,-5.342270118852078
1,0.4,0.8,0.0,0.1,0.9501185073181437,1,-5.26935861911123
1,0.4,0.8,0.0,0.1,1.0,1,-5.188412813685139
1,0.4,0.8,0.0,0.1,1.052500285277733,1,-5.099321501780674
1,0.4,0.8,0.0,0.1,1.107756850509709,1,-5.002038375108986
1,0.4,0.8,0.0,0.1,1.1659144011798317,1,-4.896586367035116
1,0.4,0.8,0.0,0.1,1.22712523985119,1,-4.78306077866918
1,0.4,0.8,0.0,0.1,1.2915496650148839,1,-4.661631008215606
1,0.4,0.8,0.0,0.1,1.3593563908785256,1,-4.5325407541104585
1,0.4,0.8,0.0,0.1,1.4307229891937576,1,-4.39610661648715
1,0.4,0.8,0.0,0.1,1.5058363542798405,1,-4.252715082513303
1,0.4,0.8,0.0,0.1,1.5848931924611136,1,-4.102817945605775
1,0.4,0.8,0.0,0.1,1.6681005372000588,1,-3.9469262724409426
1,0.4,0.8,0.0,0.1,1.7556762912750012,1,-3.7856030909265814
1,0.4,0.8,0.0,0.1,1.847849797422291,1,-3.619455023048257
1,0.4,0.8,0.0,0.1,1.944862438937362,1,-3.449123125530873
1,0.4,0.8,0.0,0.1,2.046968271807521,1,-3.275273226297648
1,0.4,0.8,0.0,0.1,2.154434690031884,1,-3.0985860545881594
1,0.4,0.8,0.0,0.1,2.2675431258708016,1,-2.919747457361832
1,0.4,0.8,0.0,0.1,2.386589786858581,1,-2.73943897539205
1,0.4,0.8,0.0,0.1,2.51188643150958,1,-2.558329021377437
1,0.4,0.8,0.0,0.1,2.6437611857490997,1,-2.3770648622270185
1,0.4,0.8,0.0,0.1,2.7825594022071245,1,-2.1962655616240223
1,0.4,0.8,0.0,0.1,2.9286445646252366,1,-2.0165159902617913
1,0.4,0.8,0.0,0.1,3.082399239745143,1,-1.8383619628595915
1,0.4,0.8,0.0,0.1,3.24422607917163,1,-1.6623065158054895
1,0.4,0.8,0.0,0.1,3.4145488738336014,1,-1.4888072991155021
1,0.4,0.8,0.0,0.1,3.5938136638046276,1,-1.3182750227447082
1,0.4,0.8,0.0,0.1,3.782489906389384,1,-1.1510728709068774
1,0.4,0.8,0.0,0.1,3.9810717055349722,1,-0.9875167791481787
1,0.4,0.8,0.0,0.1,4.190079105786669,1,-0.8278764571614361
1,0.4,0.8,0.0,0.1,4.4100594541767375,1,-0.6723770350490876
1,0.4,0.8,0.0,0.1,4.641588833612778,1,-0.5212012110250464
1,0.4,0.8,0.0,0.1,4.885273571519389,1,-0.3744917833239825
1,0.4,0.8,0.0,0.1,5.141751827683927,1,-0.232354457280326
1,0.4,0.8,0.0,0.1,5.411695265464636,1,-0.0948608291055808
1,0.4,0.8,0.0,0.1,5.695810810737687,1,0.03794854011049953
1,0.4,0.8,0.0,0.1,5.99484250318941,1,0.16606103402834194
1,0.4,0.8,0.0,0.1,6.309573444801933,1,0.2894889355651742
1,0.4,0.8,0.0,0.1,6.6408278506348415,1,0.40826647546094996
1,0.4,0.8,0.0,0.1,6.989473207273485,1,0.5224470128893266
1,0.4,0.8,0.0,0.1,7.3564225445964135,1,0.6321003760274335
1,0.4,0.8,0.0,0.1,7.742636826811269,1,0.7373103816570747
1,0.4,0.8,0.0,0.1,8.149127469020742,1,0.8381725453102007
1,0.4,0.8,0.0,0.1,8.576958985908941,1,0.9347919871690369
1,0.4,0.8,0.0,0.1,9.027251779484576,1,1.0272815338004948
1,0.4,0.8,0.0,0.1,9.501185073181436,1,1.1157600117649658
1,0.4,0.8,0.0,0.1,10.0,1,1.200350726045829
1,0.4,0.8,0.0,0.1,10.525002852777327,1,1.2811801140094392
1,0.4,0.8,0.0,0.1,11.077568505097092,1,1.358376564049224
1,0.4,0.8,0.0,0.1,11.659144011798316,1,1.4320693871193946
1,0.4,0.8,0.0,0.1,12.271252398511898,1,1.5023879288957875
1,0.4,0.8,0.0,0.1,12.91549665014884,1,1.569460810193779
1,0.4,0.8,0.0,0.1,13.593563908785255,1,1.6334152834829974
1,0.4,0.8,0.0,0.1,14.307229891937572,1,1.6943766937437488
1,0.4,0.8,0.0,0.1,15.058363542798407,1,1.7524680324970898
1,0.4,0.8,0.0,0.1,15.848931924611133,1,1.8078095745065026
1,0.4,0.8,0.0,0.1,16.68100537200059,1,1.8605185873963315
1,0.4,0.8,0.0,0.1,17.556762912750013,1,1.9107091052088299
1,0.4,0.8,0.0,0.1,18.478497974222908,1,1.9584917576964678
1,0.4,0.8,0.0,0.1,19.448624389373624,1,2.0039736479056325
1,0.4,0.8,0.0,0.1,20.46968271807521,1,2.047258271357122
1,0.4,0.8,0.0,0.1,21.544346900318832,1,2.0884454708185674
1,0.4,0.8,0.0,0.1,22.67543125870802,1,2.1276314213175773
1,0.4,0.8,0.0,0.1,23.865897868585808,1,2.1649086406634988
1,0.4,0.8,0.0,0.1,25.118864315095795,1,2.2003660212877696
1,0.4,0.8,0.0,0.1,26.437611857491,1,2.2340888797405922
1,0.4,0.8,0.0,0.1,27.825594022071243,1,2.2661590206269233
1,0.4,0.8,0.0,0.1,29.286445646252357,1,2.29665481219421
1,0.4,0.8,0.0,0.1,30.823992397451434,1,2.3256512711426147
1,0.4,0.8,0.0,0.1,32.4422607917163,1,2.3532201545766407
1,0.4,0.8,0.0,0.1,34.14548873833603,1,2.3794300572988814
1,0.4,0.8,0.0,0.1,35.938136638046274,1,2.4043465129148567
1,0.4,0.8,0.0,0.1,37.824899063893845,1,2.42803209744209
1,0.4,0.8,0.0,0.1,39.810717055349734,1,2.4505465343189314
1,0.4,0.8,0.0,0.1,41.90079105786669,1,2.471946799895708
1,0.4,0.8,0.0,0.1,44.100594541767364,1,2.4922872286210707
1,0.4,0.8,0.0,0.1,46.4158883361278,1,2.511619617298466
1,0.4,0.8,0.0,0.1,48.852735715193894,1,2.5299933278695397
1,0.4,0.8,0.0,0.1,51.41751827683925,1,2.5474553883221507
1,0.4,0.8,0.0,0.1,54.116952654646376,1,2.5640505913597123
1,0.4,0.8,0.0,0.1,56.958108107376866,1,2.5798215905879607
1,0.4,0.8,0.0,0.1,59.94842503189409,1,2.594808994000264
1,0.4,0.8,0.0,0.1,63.09573444801933,1,2.60905145461634
1,0.4,0.8,0.0,0.1,66.40827850634841,1,2.6225857581732903
1,0.4,0.8,0.0,0.1,69.89473207273487,1,2.6354469077989107
1,0.4,0.8,0.0,0.1,73.56422544596414,1,2.6476682056313816
1,0.4,0.8,0.0,0.1,77.4263682681127,1,2.6592813313786046
1,0.4,0.8,0.0,0.1,81.49127469020745,1,2.6703164178338623
1,0.4,0.8,0.0,0.1,85.76958985908941,1,2.680802123372361
1,0.4,0.8,0.0,0.1,90.27251779484574,1,2.690765701488229
1,0.4,0.8,0.0,0.1,95.01185073181439,1,2.700233067416935
1,0.4,0.8,0.0,0.1,100.0,1,2.7092288619103178
2,0.4,0.2,0.0,0.01,0.010000000000000002,1,-0.34972606560645936
2,0.4,0.2,0.0,0.01,0.010525002852777327,1,-0.34993484218817095
2,0.4,0.2,0.0,0.01,0.011077568505097092,1,-0.3501544357336961
2,0.4,0.2,0.0,0.01,0.011659144011798317,1,-0.35038539868964547
2,0.4,0.2,0.0,0.01,0.012271252398511897,1,-0.3506283108507535
2,0.4,0.2,0.0,0.01,0.01291549665014884,1,-0.35088378061919334
2,0.4,0.2,0.0,0.01,0.013593563908785255,1,-0.3511524463104321
2,0.4,0.2,0.0,0.01,0.014307229891937572,1,-0.351434977507592
2,0.4,0.2,0.0,0.01,0.015058363542798407,1,-0.35173207646338467
2,0.4,0.2,0.0,0.01,0.015848931924611134,1,-0.35204447955077267
2,0.4,0.2,0.0,0.01,0.016681005372000592,1,-0.35237295876111574
2,0.4,0.2,0.0,0.01,0.017556762912750015,1,-0.3527183232506115
2,0.4,0.2,0.0,0.01,0.018478497974222907,1,-0.3530814209330435
2,0.4,0.2,0.0,0.01,0.019448624389373625,1,-0.3534631401190924
2,0.4,0.2,0.0,0.01,0.02046968271807521,1,-0.353864411199023
2,0.4,0.2,0.0,0.01,0.021544346900318832,1,-0.35428620836832625
2,0.4,0.2,0.0,0.01,0.02267543125870802,1,-0.3547295513925297
2,0.4,0.2,0.0,0.01,0.023865897868585808,1,-0.3551955074088564
2,0.4,0.2,0.0,0.01,0.025118864315095794,1,-0.3556851927599136
2,0.4,0.2,0.0,0.01,0.026437611857490998,1,-0.3561997748557255
2,0.4,0.2,0.0,0.01,0.027825594022071243,1,-0.35674047405765963
2,0.4,0.2,0.0,0.01,0.02928644564625236,1,-0.3573085655780406
2,0.4,0.2,0.0,0.01,0.030823992397451434,1,-0.35790538138752437
2,0.4,0.2,0.0,0.01,0.0324422607917163,1,-0.3585323121220507
2,0.4,0.2,0.0,0.01,0.034145488738336026,1,-0.3591908089774831
2,0.4,0.2,0.0,0.01,0.03593813663804628,1,-0.3598823855814226
2,0.4,0.2,0.0,0.01,0.037824899063893844,1,-0.36060861982812886
2,0.4,0.2,0.0,0.01,0.039810717055349734,1,-0.3613711556603838
2,0.4,0.2,0.0,0.01,0.04190079105786669,1,-0.36217170478159977
2,0.4,0.2,0.0,0.01,0.04410059454176737,1,-0.3630120482774668
2,0.4,0.2,0.0,0.01,0.046415888336127795,1,-0.363894038124446
2,0.4,0.2,0.0,0.01,0.04885273571519389,1,-0.3648195985600733
2,0.4,0.2,0.0,0.01,0.051417518276839255,1,-0.3657907272861305
2,0.4,0.2,0.0,0.01,0.054116952654646375,1,-0.3668094964724644
2,0.4,0.2,0.0,0.01,0.056958108107376865,1,-0.3678780535258164
2,0.4,0.2,0.0,0.01,0.05994842503189409,1,-0.36899862158344954
2,0.4,0.2,0.0,0.01,0.06309573444801933,1,-0.37017349968687663
2,0.4,0.2,0.0,0.01,0.06640827850634841,1,-0.37140506258641626
2,0.4,0.2,0.0,0.01,0.06989473207273486,1,-0.3726957601213998
2,0.4,0.2,0.0,0.01,0.07356422544596414,1,-0.3740481161155107
2,0.4,0.2,0.0,0.01,0.0774263682681127,1,-0.3754647267199096
2,0.4,0.2,0.0,0.01,0.08149127469020745,1,-0.3769482581307715
2,0.4,0.2,0.0,0.01,0.08576958985908942,1,-0.37850144359951043
2,0.4,0.2,0.0,0.01,0.09027251779484574,1,-0.3801270796471634
2,0.4,0.2,0.0,0.01,0.0950118507318144,1,-0.38182802138546634
2,0.4,0.2,0.0,0.01,0.1,1,-0.3836071768380078
2,0.4,0.2,0.0,0.01,0.10525002852777329,1,-0.3854675001469188
2,0.4,0.2,0.0,0.01,0.11077568505097089,1,-0.3874119835380663
2,0.4,0.2,0.0,0.01,0.11659144011798317,1,-0.3894436479103369
2,0.4,0.2,0.0,0.01,0.122712523985119,1,-0.3915655319018829
2,0.4,0.2,0.0,0.01,0.1291549665014884,1,-0.3937806792758347
2,0.4,0.2,0.0,0.01,0.13593563908785256,1,-0.3960921244570925
2,0.4,0.2,0.0,0.01,0.14307229891937576,1,-0.39850287604028534
2,0.4,0.2,0.0,0.01,0.15058363542798409,1,-0.4010158980778389
2,0.4,0.2,0.0,0.01,0.15848931924611134,1,-0.4036340889465029
2,0.4,0.2,0.0,0.01,0.16681005372000587,1,-0.406360257581162
2,0.4,0.2,0.0,0.01,0.17556762912750015,1,-0.4091970968544967
2,0.4,0.2,0.0,0.01,0.18478497974222913,1,-0.41214715387486445
2,0.4,0.2,0.0,0.01,0.1944862438937362,1,-0.41521279696754565
2,0.4,0.2,0.0,0.01,0.2046968271807521,1,-0.4183961791028534
2,0.4,0.2,0.0,0.01,0.2154434690031884,1,-0.42169919753280993
2,0.4,0.2,0.0,0.01,0.22675431258708015,1,-0.4251234494029643
2,0.4,0.2,0.0,0.01,0.2386589786858581,1,-0.4286701831144546
2,0.4,0.2,0.0,0.01,0.251188643150958,1,-0.4323402452254155
2,0.4,0.2,0.0,0.01,0.26437611857491,1,-0.43613402270292756
2,0.4,0.2,0.0,0.01,0.2782559402207124,1,-0.4400513803658135
2,0.4,0.2,0.0,0.01,0.2928644564625237,1,-0.4440915933989098
2,0.4,0.2,0.0,0.01,0.30823992397451433,1,-0.44825327486989197
2,0.4,0.2,0.0,0.01,0.32442260791716304,1,-0.45253429824274605
2,0.4,0.2,0.0,0.01,0.34145488738336016,1,-0.4569317149616614
2,0.4,0.2,0.0,0.01,0.35938136638046275,1,-0.46144166727291047
2,0.4,0.2,0.0,0.01,0.37824899063893846,1,-0.4660592965648025
2,0.4,0.2,0.0,0.01,0.39810717055349726,1,-0.4707786476399578
2,0.4,0.2,0.0,0.01,0.41900791057866693,1,-0.47559256948651596
2,0.4,0.2,0.0,0.01,0.4410059454176737,1,-0.4804926132925269
2,0.4,0.2,0.0,0.01,0.4641588833612779,1,-0.485468928646704
2,0.4,0.2,0.0,0.01,0.4885273571519389,1,-0.49051015909227225
2,0.4,0.2,0.0,0.01,0.5141751827683927,1,-0.49560333844591575
2,0.4,0.2,0.0,0.01,0.5411695265464637,1,-0.5007337895608588
2,0.4,0.2,0.0,0.01,0.5695810810737687,1,-0.5058850274964333
2,0.4,0.2,0.0,0.01,0.599484250318941,1,-0.5110386693556013
2,0.4,0.2,0.0,0.01,0.6309573444801932,1,-0.5161743533539709
2,0.4,0.2,0.0,0.01,0.6640827850634842,1,-0.5212696699886998
2,0.4,0.2,0.0,0.01,0.6989473207273484,1,-0.5263001084629959
2,0.4,0.2,0.0,0.01,0.7356422544596414,1,-0.5312390217865004
2,0.4,0.2,0.0,0.01,0.7742636826811271,1,-0.536057614195018
2,0.4,0.2,0.0,0.01,0.8149127469020743,1,-0.5407249546913295
2,0.4,0.2,0.0,0.01,0.8576958985908941,1,-0.5452080205939791
2,0.4,0.2,0.0,0.01,0.9027251779484575,1,-0.5494717749571776
2,0.4,0.2,0.0,0.01,0.9501185073181437,1,-0.5534792815808598
2,0.4,0.2,0.0,0.01,1.0,1,-0.5571918610349003
2,0.4,0.2,0.0,0.01,1.052500285277733,1,-0.5605692906621607
2,0.4,0.2,0.0,0.01,1.107756850509709,1,-0.563570050876161
2,0.4,0.2,0.0,0.01,1.1659144011798317,1,-0.5661516192262739
2,0.4,0.2,0.0,0.01,1.22712523985119,1,-0.5682708126567682
2,0.4,0.2,0.0,0.01,1.2915496650148839,1,-0.5698841771435537
2,0.4,0.2,0.0,0.01,1.3593563908785256,1,-0.5709484224694306
2,0.4,0.2,0.0,0.01,1.4307229891937576,1,-0.5714208983267244
2,0.4,0.2,0.0,0.01,1.5058363542798405,1,-0.5712601062572098
2,0.4,0.2,0.0,0.01,1.5848931924611136,1,-0.5704262402153493
2,0.4,0.2,0.0,0.01,1.6681005372000588,1,-0.5688817468393004
2,0.4,0.2,0.0,0.01,1.7556762912750012,1,-0.5665918949236071
2,0.4,0.2,0.0,0.01,1.847849797422291,1,-0.563525342191773
2,0.4,0.2,0.0,0.01,1.944862438937362,1,-0.5596546863672058
2,0.4,0.2,0.0,0.01,2.046968271807521,1,-0.5549569868158244
2,0.4,0.2,0.0,0.01,2.154434690031884,1,-0.5494142427720505
2,0.4,0.2,0.0,0.01,2.2675431258708016,1,-0.5430138144160712
2,0.4,0.2,0.0,0.01,2.386589786858581,1,-0.5357487738811062
2,0.4,0.2,0.0,0.01,2.51188643150958,1,-0.5276181746476927
2,0.4,0.2,0.0,0.01,2.6437611857490997,1,-0.5186272296952121
2,0.4,0.2,0.0,0.01,2.7825594022071245,1,-0.5087873911724161
2,0.4,0.2,0.0,0.01,2.9286445646252366,1,-0.49811632712682963
2,0.4,0.2,0.0,0.01,3.082399239745143,1,-0.4866377938766653
2,0.4,0.2,0.0,0.01,3.24422607917163,1,-0.47438140577590326
2,0.4,0.2,0.0,0.01,3.4145488738336014,1,-0.4613823072653567
2,0.4,0.2,0.0,0.01,3.5938136638046276,1,-0.44768075506439464
2,0.4,0.2,0.0,0.01,3.782489906389384,1,-0.4333216209960411
2,0.4,0.2,0.0,0.01,3.9810717055349722,1,-0.4183538281346655
2,0.4,0.2,0.0,0.01,4.190079105786669,1,-0.402829734620902
2,0.4,0.2,0.0,0.01,4.4100594541767375,1,-0.38680448054203564
2,0.4,0.2,0.0,0.01,4.641588833612778,1,-0.37033531371455375
2,0.4,0.2,0.0,0.01,4.885273571519389,1,-0.3534809100238512
2,0.4,0.2,0.0,0.01,5.141751827683927,1,-0.3363007032396337
2,0.4,0.2,0.0,0.01,5.411695265464636,1,-0.31885423799454804
2,0.4,0.2,0.0,0.01,5.695810810737687,1,-0.3012005579884569
2,0.4,0.2,0.0,0.01,5.99484250318941,1,-0.28339763956967134
2,0.4,0.2,0.0,0.01,6.309573444801933,1,-0.26550187875259423
2,0.4,0.2,0.0,0.01,6.6408278506348415,1,-0.24756763757490807
2,0.4,0.2,0.0,0.01,6.989473207273485,1,-0.2296468535678664
2,0.4,0.2,0.0,0.01,7.3564225445964135,1,-0.21178871409927025
2,0.4,0.2,0.0,0.01,7.742636826811269,1,-0.19403939551596583
2,0.4,0.2,0.0,0.01,8.149127469020742,1,-0.17644186541290185
2,0.4,0.2,0.0,0.01,8.576958985908941,1,-0.1590357450100277
2,0.4,0.2,0.0,0.01,9.027251779484576,1,-0.14185722755664099
2,0.4,0.2,0.0,0.01,9.501185073181436,1,-0.12493904788357657
2,0.4,0.2,0.0,0.01,10.0,1,-0.10831049769166601
2,0.4,0.2,0.0,0.01,10.525002852777327,1,-0.09199748086494708
2,0.4,0.2,0.0,0.01,11.077568505097092,1,-0.07602260300395569
2,0.4,0.2,0.0,0.01,11.659144011798316,1,-0.06040528946245072
2,0.4,0.2,0.0,0.01,12.271252398511898,1,-0.0451619263914238
2,0.4,0.2,0.0,0.01,12.91549665014884,1,-0.03030601963313062
2,0.4,0.2,0.0,0.01,13.593563908785255,1,-0.01584836671845169
2,0.4,0.2,0.0,0.01,14.307229891937572,1,-0.0017972376817443347
2,0.4,0.2,0.0,0.01,15.058363542798407,1,0.011841439096649253
2,0.4,0.2,0.0,0.01,15.848931924611133,1,0.02506388932002057
2,0.4,0.2,0.0,0.01,16.68100537200059,1,0.03786830628562665
2,0.4,0.2,0.0,0.01,17.556762912750013,1,0.05025466781900523
2,0.4,0.2,0.0,0.01,18.478497974222908,1,0.062224558543810815
2,0.4,0.2,0.0,0.01,19.448624389373624,1,0.0737809989914906
2,0.4,0.2,0.0,0.01,20.46968271807521,1,0.08492828270982855
2,0.4,0.2,0.0,0.01,21.544346900318832,1,0.09567182219667458
2,0.4,0.2,0.0,0.01,22.67543125870802,1,0.10601800422198604
2,0.4,0.2,0.0,0.01,23.865897868585808,1,0.11597405485448409
2,0.4,0.2,0.0,0.01,25.118864315095795,1,0.1255479143204452
2,0.4,0.2,0.0,0.01,26.437611857491,1,0.13474812164597783
2,0.4,0.2,0.0,0.01,27.825594022071243,1,0.14358370891338623
2,0.4,0.2,0.0,0.01,29.286445646252357,1,0.15206410484134292
2,0.4,0.2,0.0,0.01,30.823992397451434,1,0.16019904733968193
2,0.4,0.2,0.0,0.01,32.4422607917163,1,0.16799850460533783
2,0.4,0.2,0.0,0.01,34.14548873833603,1,0.17547260430090805
2,0.4,0.2,0.0,0.01,35.938136638046274,1,0.18263157033024946
2,0.4,0.2,0.0,0.01,37.824899063893845,1,0.18948566670360378
2,0.4,0.2,0.0,0.01,39.810717055349734,1,0.19604514798448047
2,0.4,0.2,0.0,0.01,41.90079105786669,1,0.20232021582864412
2,0.4,0.2,0.0,0.01,44.100594541767364,1,0.20832098110907804
2,0.4,0.2,0.0,0.01,46.4158883361278,1,0.2140574311748411
2,0.4,0.2,0.0,0.01,48.852735715193894,1,0.2195394017671104
2,0.4,0.2,0.0,0.01,51.41751827683925,1,0.22477655319230738
2,0.4,0.2,0.0,0.01,54.116952654646376,1,0.2297783503142803
2,0.4,0.2,0.0,0.01,56.958108107376866,1,0.23455404602141794
2,0.4,0.2,0.0,0.01,59.94842503189409,1,0.23911266778184892
2,0.4,0.2,0.0,0.01,63.09573444801933,1,0.24346300698367962
2,0.4,0.2,0.0,0.01,66.40827850634841,1,0.24761361074165933
2,0.4,0.2,0.0,0.01,69.89473207273487,1,0.25157277590259763
2,0.4,0.2,0.0,0.01,73.56422544596414,1,0.25534854498447945
2,0.4,0.2,0.0,0.01,77.4263682681127,1,0.2589487038226368
2,0.4,0.2,0.0,0.01,81.49127469020745,1,0.26238078071001425
2,0.4,0.2,0.0,0.01,85.76958985908941,1,0.26565204683803856
2,0.4,0.2,0.0,0.01,90.27251779484574,1,0.2687695178557492
2,0.4,0.2,0.0,0.01,95.01185073181439,1,0.27173995640910054
2,0.4,0.2,0.0,0.01,100.0,1,0.27456987550622536
2,0.4,0.2,0.0,0.05,0.010000000000000002,1,-2.014640821188507
2,0.4,0.2,0.0,0.05,0.010525002852777327,1,-2.015710291680417
2,0.4,0.2,0.0,0.05,0.011077568505097092,1,-2.016835152359231
2,0.4,0.2,0.0,0.05,0.011659144011798317,1,-2.018018229949281
2,0.4,0.2,0.0,0.05,0.012271252398511897,1,-2.0192624908753176
2,0.4,0.2,0.0,0.05,0.01291549665014884,1,-2.020571047668407
2,0.4,0.2,0.0,0.05,0.013593563908785255,1,-2.0219471656089394
2,0.4,0.2,0.0,0.05,0.014307229891937572,1,-2.023394269609935
2,0.4,0.2,0.0,0.05,0.015058363542798407,1,-2.024915951341222
2,0.4,0.2,0.0,0.05,0.015848931924611134,1,-2.0265159765945895
2,0.4,0.2,0.0,0.05,0.016681005372000592,1,-2.0281982928885056
2,0.4,0.2,0.0,0.05,0.017556762912750015,1,-2.0299670373102763
2,0.4,0.2,0.0,0.05,0.018478497974222907,1,-2.031826544590043
